"Category","Subcategory","Action","Modified by","Date of change","Target object id","Source"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:24","21053751","app.hubspot.com/contacts/19915081/contact/21053751"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:24","21046501","app.hubspot.com/contacts/19915081/contact/21046501"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:24","21043351","app.hubspot.com/contacts/19915081/contact/21043351"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:24","21042101","app.hubspot.com/contacts/19915081/contact/21042101"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:24","21035251","app.hubspot.com/contacts/19915081/contact/21035251"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:24","21033001","app.hubspot.com/contacts/19915081/contact/21033001"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:24","21029201","app.hubspot.com/contacts/19915081/contact/21029201"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:24","21001001","app.hubspot.com/contacts/19915081/contact/21001001"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:24","20947151","app.hubspot.com/contacts/19915081/contact/20947151"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:24","20946451","app.hubspot.com/contacts/19915081/contact/20946451"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:24","20939402","app.hubspot.com/contacts/19915081/contact/20939402"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:24","20934853","app.hubspot.com/contacts/19915081/contact/20934853"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:24","20934302","app.hubspot.com/contacts/19915081/contact/20934302"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:24","20932454","app.hubspot.com/contacts/19915081/contact/20932454"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:24","20928851","app.hubspot.com/contacts/19915081/contact/20928851"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:24","20928305","app.hubspot.com/contacts/19915081/contact/20928305"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20910651","app.hubspot.com/contacts/19915081/contact/20910651"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20858151","app.hubspot.com/contacts/19915081/contact/20858151"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20857803","app.hubspot.com/contacts/19915081/contact/20857803"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20853952","app.hubspot.com/contacts/19915081/contact/20853952"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20853709","app.hubspot.com/contacts/19915081/contact/20853709"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20852591","app.hubspot.com/contacts/19915081/contact/20852591"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20854551","app.hubspot.com/contacts/19915081/contact/20854551"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20855751","app.hubspot.com/contacts/19915081/contact/20855751"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20846452","app.hubspot.com/contacts/19915081/contact/20846452"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20846001","app.hubspot.com/contacts/19915081/contact/20846001"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20826203","app.hubspot.com/contacts/19915081/contact/20826203"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20823951","app.hubspot.com/contacts/19915081/contact/20823951"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20822851","app.hubspot.com/contacts/19915081/contact/20822851"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20822801","app.hubspot.com/contacts/19915081/contact/20822801"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20822701","app.hubspot.com/contacts/19915081/contact/20822701"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20819351","app.hubspot.com/contacts/19915081/contact/20819351"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20816701","app.hubspot.com/contacts/19915081/contact/20816701"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20812601","app.hubspot.com/contacts/19915081/contact/20812601"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20807401","app.hubspot.com/contacts/19915081/contact/20807401"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20807201","app.hubspot.com/contacts/19915081/contact/20807201"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20806601","app.hubspot.com/contacts/19915081/contact/20806601"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20717451","app.hubspot.com/contacts/19915081/contact/20717451"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20716052","app.hubspot.com/contacts/19915081/contact/20716052"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20715201","app.hubspot.com/contacts/19915081/contact/20715201"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20713301","app.hubspot.com/contacts/19915081/contact/20713301"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20707201","app.hubspot.com/contacts/19915081/contact/20707201"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20703452","app.hubspot.com/contacts/19915081/contact/20703452"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20701651","app.hubspot.com/contacts/19915081/contact/20701651"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20685301","app.hubspot.com/contacts/19915081/contact/20685301"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20615852","app.hubspot.com/contacts/19915081/contact/20615852"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20614802","app.hubspot.com/contacts/19915081/contact/20614802"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20614312","app.hubspot.com/contacts/19915081/contact/20614312"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20610801","app.hubspot.com/contacts/19915081/contact/20610801"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20608801","app.hubspot.com/contacts/19915081/contact/20608801"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20608601","app.hubspot.com/contacts/19915081/contact/20608601"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20527851","app.hubspot.com/contacts/19915081/contact/20527851"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20523201","app.hubspot.com/contacts/19915081/contact/20523201"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20520051","app.hubspot.com/contacts/19915081/contact/20520051"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20519563","app.hubspot.com/contacts/19915081/contact/20519563"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20508651","app.hubspot.com/contacts/19915081/contact/20508651"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20498308","app.hubspot.com/contacts/19915081/contact/20498308"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20494756","app.hubspot.com/contacts/19915081/contact/20494756"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20490551","app.hubspot.com/contacts/19915081/contact/20490551"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20401851","app.hubspot.com/contacts/19915081/contact/20401851"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20400815","app.hubspot.com/contacts/19915081/contact/20400815"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20397754","app.hubspot.com/contacts/19915081/contact/20397754"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20396559","app.hubspot.com/contacts/19915081/contact/20396559"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20395906","app.hubspot.com/contacts/19915081/contact/20395906"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20393601","app.hubspot.com/contacts/19915081/contact/20393601"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20393051","app.hubspot.com/contacts/19915081/contact/20393051"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20392902","app.hubspot.com/contacts/19915081/contact/20392902"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20392535","app.hubspot.com/contacts/19915081/contact/20392535"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20392518","app.hubspot.com/contacts/19915081/contact/20392518"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20391751","app.hubspot.com/contacts/19915081/contact/20391751"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20391451","app.hubspot.com/contacts/19915081/contact/20391451"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20390812","app.hubspot.com/contacts/19915081/contact/20390812"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20390606","app.hubspot.com/contacts/19915081/contact/20390606"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20379551","app.hubspot.com/contacts/19915081/contact/20379551"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20377001","app.hubspot.com/contacts/19915081/contact/20377001"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20375002","app.hubspot.com/contacts/19915081/contact/20375002"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20373661","app.hubspot.com/contacts/19915081/contact/20373661"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20373660","app.hubspot.com/contacts/19915081/contact/20373660"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20372259","app.hubspot.com/contacts/19915081/contact/20372259"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20372154","app.hubspot.com/contacts/19915081/contact/20372154"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20371706","app.hubspot.com/contacts/19915081/contact/20371706"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20371652","app.hubspot.com/contacts/19915081/contact/20371652"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20371507","app.hubspot.com/contacts/19915081/contact/20371507"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:23","20371472","app.hubspot.com/contacts/19915081/contact/20371472"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20363051","app.hubspot.com/contacts/19915081/contact/20363051"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20359901","app.hubspot.com/contacts/19915081/contact/20359901"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20359601","app.hubspot.com/contacts/19915081/contact/20359601"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20359011","app.hubspot.com/contacts/19915081/contact/20359011"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20358901","app.hubspot.com/contacts/19915081/contact/20358901"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20355003","app.hubspot.com/contacts/19915081/contact/20355003"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20353901","app.hubspot.com/contacts/19915081/contact/20353901"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20350502","app.hubspot.com/contacts/19915081/contact/20350502"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20350001","app.hubspot.com/contacts/19915081/contact/20350001"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20299104","app.hubspot.com/contacts/19915081/contact/20299104"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20297051","app.hubspot.com/contacts/19915081/contact/20297051"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20296751","app.hubspot.com/contacts/19915081/contact/20296751"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20294401","app.hubspot.com/contacts/19915081/contact/20294401"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20280951","app.hubspot.com/contacts/19915081/contact/20280951"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20273001","app.hubspot.com/contacts/19915081/contact/20273001"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20267601","app.hubspot.com/contacts/19915081/contact/20267601"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20266051","app.hubspot.com/contacts/19915081/contact/20266051"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20263201","app.hubspot.com/contacts/19915081/contact/20263201"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20262901","app.hubspot.com/contacts/19915081/contact/20262901"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20261901","app.hubspot.com/contacts/19915081/contact/20261901"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20256401","app.hubspot.com/contacts/19915081/contact/20256401"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20254101","app.hubspot.com/contacts/19915081/contact/20254101"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20252851","app.hubspot.com/contacts/19915081/contact/20252851"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20249652","app.hubspot.com/contacts/19915081/contact/20249652"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20249101","app.hubspot.com/contacts/19915081/contact/20249101"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20248051","app.hubspot.com/contacts/19915081/contact/20248051"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20246552","app.hubspot.com/contacts/19915081/contact/20246552"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20244601","app.hubspot.com/contacts/19915081/contact/20244601"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20244051","app.hubspot.com/contacts/19915081/contact/20244051"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20223701","app.hubspot.com/contacts/19915081/contact/20223701"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20220101","app.hubspot.com/contacts/19915081/contact/20220101"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20214751","app.hubspot.com/contacts/19915081/contact/20214751"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20207201","app.hubspot.com/contacts/19915081/contact/20207201"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20201151","app.hubspot.com/contacts/19915081/contact/20201151"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20149851","app.hubspot.com/contacts/19915081/contact/20149851"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20147503","app.hubspot.com/contacts/19915081/contact/20147503"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20146761","app.hubspot.com/contacts/19915081/contact/20146761"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20144070","app.hubspot.com/contacts/19915081/contact/20144070"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20141602","app.hubspot.com/contacts/19915081/contact/20141602"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20135605","app.hubspot.com/contacts/19915081/contact/20135605"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20135501","app.hubspot.com/contacts/19915081/contact/20135501"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20135401","app.hubspot.com/contacts/19915081/contact/20135401"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20135305","app.hubspot.com/contacts/19915081/contact/20135305"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20133201","app.hubspot.com/contacts/19915081/contact/20133201"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20130851","app.hubspot.com/contacts/19915081/contact/20130851"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20130355","app.hubspot.com/contacts/19915081/contact/20130355"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20127905","app.hubspot.com/contacts/19915081/contact/20127905"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20124551","app.hubspot.com/contacts/19915081/contact/20124551"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20124401","app.hubspot.com/contacts/19915081/contact/20124401"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20105001","app.hubspot.com/contacts/19915081/contact/20105001"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20101901","app.hubspot.com/contacts/19915081/contact/20101901"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20098901","app.hubspot.com/contacts/19915081/contact/20098901"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20093301","app.hubspot.com/contacts/19915081/contact/20093301"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20084201","app.hubspot.com/contacts/19915081/contact/20084201"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20032201","app.hubspot.com/contacts/19915081/contact/20032201"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20030551","app.hubspot.com/contacts/19915081/contact/20030551"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20030351","app.hubspot.com/contacts/19915081/contact/20030351"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20023859","app.hubspot.com/contacts/19915081/contact/20023859"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20023852","app.hubspot.com/contacts/19915081/contact/20023852"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20023301","app.hubspot.com/contacts/19915081/contact/20023301"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20022405","app.hubspot.com/contacts/19915081/contact/20022405"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20022272","app.hubspot.com/contacts/19915081/contact/20022272"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20021164","app.hubspot.com/contacts/19915081/contact/20021164"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:22","20010301","app.hubspot.com/contacts/19915081/contact/20010301"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","20007401","app.hubspot.com/contacts/19915081/contact/20007401"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","20001201","app.hubspot.com/contacts/19915081/contact/20001201"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","20000552","app.hubspot.com/contacts/19915081/contact/20000552"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","19996551","app.hubspot.com/contacts/19915081/contact/19996551"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","19996301","app.hubspot.com/contacts/19915081/contact/19996301"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","19992152","app.hubspot.com/contacts/19915081/contact/19992152"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","19991101","app.hubspot.com/contacts/19915081/contact/19991101"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","19988751","app.hubspot.com/contacts/19915081/contact/19988751"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","19987551","app.hubspot.com/contacts/19915081/contact/19987551"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","19986001","app.hubspot.com/contacts/19915081/contact/19986001"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","19985352","app.hubspot.com/contacts/19915081/contact/19985352"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","19983754","app.hubspot.com/contacts/19915081/contact/19983754"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","19982951","app.hubspot.com/contacts/19915081/contact/19982951"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","19982302","app.hubspot.com/contacts/19915081/contact/19982302"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","19981603","app.hubspot.com/contacts/19915081/contact/19981603"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","19981226","app.hubspot.com/contacts/19915081/contact/19981226"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","19981224","app.hubspot.com/contacts/19915081/contact/19981224"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","19981220","app.hubspot.com/contacts/19915081/contact/19981220"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","19981157","app.hubspot.com/contacts/19915081/contact/19981157"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","19980976","app.hubspot.com/contacts/19915081/contact/19980976"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","19979901","app.hubspot.com/contacts/19915081/contact/19979901"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","19979001","app.hubspot.com/contacts/19915081/contact/19979001"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","19978901","app.hubspot.com/contacts/19915081/contact/19978901"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","19978518","app.hubspot.com/contacts/19915081/contact/19978518"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","19973701","app.hubspot.com/contacts/19915081/contact/19973701"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","19973252","app.hubspot.com/contacts/19915081/contact/19973252"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","19973081","app.hubspot.com/contacts/19915081/contact/19973081"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","19973074","app.hubspot.com/contacts/19915081/contact/19973074"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","19972111","app.hubspot.com/contacts/19915081/contact/19972111"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","19972074","app.hubspot.com/contacts/19915081/contact/19972074"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","19972057","app.hubspot.com/contacts/19915081/contact/19972057"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","19970857","app.hubspot.com/contacts/19915081/contact/19970857"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","19969701","app.hubspot.com/contacts/19915081/contact/19969701"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","19967813","app.hubspot.com/contacts/19915081/contact/19967813"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","19965901","app.hubspot.com/contacts/19915081/contact/19965901"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","19961803","app.hubspot.com/contacts/19915081/contact/19961803"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","19960552","app.hubspot.com/contacts/19915081/contact/19960552"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","19958651","app.hubspot.com/contacts/19915081/contact/19958651"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","19958301","app.hubspot.com/contacts/19915081/contact/19958301"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","19957301","app.hubspot.com/contacts/19915081/contact/19957301"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","19957251","app.hubspot.com/contacts/19915081/contact/19957251"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","19906351","app.hubspot.com/contacts/19915081/contact/19906351"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","19904901","app.hubspot.com/contacts/19915081/contact/19904901"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","19903552","app.hubspot.com/contacts/19915081/contact/19903552"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","19902651","app.hubspot.com/contacts/19915081/contact/19902651"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","19901051","app.hubspot.com/contacts/19915081/contact/19901051"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","19900601","app.hubspot.com/contacts/19915081/contact/19900601"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","19900417","app.hubspot.com/contacts/19915081/contact/19900417"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","19896751","app.hubspot.com/contacts/19915081/contact/19896751"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","19894625","app.hubspot.com/contacts/19915081/contact/19894625"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","19894615","app.hubspot.com/contacts/19915081/contact/19894615"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","19898201","app.hubspot.com/contacts/19915081/contact/19898201"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","19889101","app.hubspot.com/contacts/19915081/contact/19889101"
"CRM Object","Contact","Merge","nleon@smartbugmedia.com","2023-01-26 04:21","19884601","app.hubspot.com/contacts/19915081/contact/19884601"
